iter	Passed	Remaining
150	378	3384
151	380	3376
152	382	3370
153	384	3363
154	386	3357
155	389	3353
156	391	3346
157	393	3340
158	395	3333
159	397	3327
160	399	3321
161	401	3316
162	404	3317
163	407	3317
164	410	3320
165	413	3322
166	416	3326
167	419	3328
168	422	3329
169	425	3330
170	428	3327
171	431	3329
172	434	3330
173	437	3330
174	439	3330
175	442	3331
176	445	3329
177	448	3331
178	451	3331
179	454	3330
180	457	3332
181	460	3333
182	463	3338
183	467	3340
184	470	3341
185	473	3341
186	476	3343
187	479	3344
188	482	3344
189	484	3338
190	486	3332
191	488	3326
192	490	3319
193	492	3314
194	494	3308
195	496	3302
196	498	3298
197	500	3292
198	502	3285
199	505	3283
200	507	3277
201	509	3272
202	511	3266
203	514	3266
204	516	3262
205	518	3257
206	520	3251
207	522	3245
208	524	3239
209	526	3234
210	529	3233
211	531	3230
212	533	3224
213	535	3219
214	537	3214
215	539	3208
216	541	3203
217	543	3198
218	545	3192
219	547	3187
220	550	3183
221	552	3178
222	554	3173
223	556	3167
224	558	3162
225	560	3158
226	562	3153
227	564	3148
228	566	3143
229	568	3138
230	570	3134
231	572	3129
232	574	3126
233	577	3122
234	579	3117
235	581	3112
236	583	3107
237	585	3102
238	587	3097
239	589	3094
240	591	3089
241	593	3084
242	595	3082
243	597	3077
244	599	3073
245	602	3068
246	603	3063
247	605	3059
248	607	3054
249	610	3052
250	612	3048
251	615	3048
252	621	3062
253	623	3059
254	625	3055
255	628	3052
256	630	3049
257	632	3044
258	634	3040
259	636	3036
260	638	3032
261	640	3027
262	642	3023
263	645	3019
264	647	3016
265	649	3011
266	651	3007
267	653	3003
268	655	2999
269	657	2997
270	660	2993
271	662	2989
272	664	2984
273	665	2979
274	668	2975
275	670	2971
276	672	2968
277	674	2964
278	676	2960
279	678	2956
280	680	2952
281	682	2948
282	684	2943
283	686	2941
284	688	2937
285	690	2932
286	692	2928
287	695	2925
288	697	2922
289	699	2918
290	701	2915
291	703	2911
292	705	2907
293	707	2903
294	709	2899
295	711	2895
296	713	2891
297	715	2887
298	717	2883
299	720	2880
300	722	2878
301	729	2894
302	731	2891
303	734	2888
304	736	2885
305	738	2882
306	740	2878
307	743	2877
308	746	2876
309	748	2873
310	750	2870
311	753	2867
312	755	2864
313	757	2860
314	759	2857
315	761	2854
316	763	2850
317	766	2847
318	768	2844
319	770	2840
320	772	2836
321	774	2833
322	776	2830
323	778	2826
324	780	2823
325	782	2819
326	785	2816
327	787	2813
328	789	2809
329	791	2805
330	793	2802
331	795	2798
332	797	2795
333	799	2791
334	801	2788
335	803	2784
336	805	2780
337	808	2777
338	810	2774
339	812	2770
340	814	2767
341	816	2763
342	818	2762
343	820	2758
344	823	2755
345	825	2752
346	827	2749
347	829	2747
348	831	2743
349	834	2740
350	836	2737
351	838	2734
352	840	2731
353	842	2728
354	844	2725
355	847	2721
356	849	2719
357	851	2716
358	853	2714
359	856	2710
360	858	2707
361	860	2704
362	862	2701
363	864	2698
364	866	2695
365	869	2692
366	871	2689
367	873	2686
368	875	2683
369	877	2680
370	880	2679
371	882	2676
372	884	2672
373	886	2669
374	888	2666
375	890	2662
376	893	2660
377	895	2657
378	897	2653
379	899	2651
380	901	2647
381	903	2644
382	905	2639
383	906	2635
384	908	2632
385	910	2628
386	913	2627
387	916	2626
388	920	2628
389	923	2627
390	925	2625
391	928	2623
392	930	2620
393	933	2620
394	935	2617
395	937	2614
396	940	2613
397	943	2612
398	946	2612
399	949	2611
400	953	2612
401	956	2611
402	959	2610
403	962	2610
404	965	2610
405	968	2608
406	970	2605
407	973	2604
408	975	2602
409	977	2599
410	980	2596
411	982	2594
412	984	2591
413	987	2590
414	989	2588
415	991	2584
416	993	2580
417	995	2576
418	997	2573
419	999	2569
420	1001	2565
421	1002	2561
422	1004	2557
423	1006	2553
424	1008	2550
425	1010	2546
426	1012	2543
427	1014	2539
428	1015	2536
429	1017	2532
430	1019	2528
431	1021	2525
432	1023	2521
433	1025	2518
434	1027	2515
435	1030	2513
436	1032	2510
437	1034	2507
438	1036	2505
439	1038	2502
440	1041	2500
441	1043	2497
442	1045	2493
443	1047	2490
444	1048	2486
445	1050	2483
446	1052	2478
447	1054	2475
448	1055	2471
449	1057	2468
450	1059	2464
451	1061	2460
452	1062	2456
453	1064	2452
454	1066	2449
455	1068	2445
456	1069	2441
457	1071	2438
458	1073	2434
459	1075	2430
460	1076	2427
461	1078	2423
462	1080	2419
463	1082	2416
464	1083	2412
465	1085	2409
466	1087	2405
467	1089	2401
468	1090	2397
469	1092	2394
470	1094	2390
471	1095	2386
472	1097	2382
473	1099	2379
474	1100	2375
475	1102	2371
476	1104	2368
477	1105	2364
478	1107	2360
479	1109	2358
480	1111	2354
481	1112	2350
482	1114	2347
483	1116	2343
484	1118	2340
485	1119	2336
486	1121	2332
487	1123	2329
488	1124	2325
489	1126	2322
490	1128	2318
491	1129	2314
492	1131	2310
493	1133	2307
494	1134	2304
495	1136	2300
496	1138	2297
497	1139	2293
498	1141	2289
499	1143	2286
500	1144	2282
501	1146	2278
502	1147	2275
503	1149	2272
504	1151	2268
505	1153	2265
506	1154	2262
507	1156	2258
508	1158	2255
509	1159	2251
510	1161	2248
511	1163	2244
512	1165	2241
513	1166	2238
514	1168	2235
515	1170	2231
516	1171	2228
517	1173	2224
518	1175	2221
519	1176	2217
520	1178	2214
521	1180	2211
522	1181	2207
523	1183	2204
524	1185	2200
525	1186	2197
526	1188	2193
527	1190	2190
528	1191	2187
529	1193	2184
530	1195	2181
531	1196	2177
532	1198	2174
533	1200	2171
534	1201	2167
535	1203	2164
536	1205	2161
537	1206	2158
538	1210	2157
539	1213	2156
540	1215	2154
541	1217	2151
542	1218	2148
543	1221	2145
544	1223	2143
545	1225	2142
546	1228	2139
547	1230	2138
548	1233	2137
549	1236	2136
550	1241	2138
551	1243	2136
552	1246	2134
553	1248	2131
554	1250	2129
555	1253	2127
556	1255	2125
557	1258	2124
558	1260	2122
559	1263	2120
560	1266	2119
561	1268	2117
562	1270	2115
563	1273	2113
564	1276	2111
565	1278	2109
566	1280	2107
567	1283	2105
568	1285	2103
569	1287	2100
570	1290	2099
571	1293	2097
572	1295	2095
573	1297	2093
574	1299	2091
575	1301	2088
576	1304	2086
577	1306	2084
578	1309	2082
579	1311	2079
580	1313	2077
581	1315	2075
582	1318	2073
583	1320	2071
584	1323	2069
585	1325	2068
586	1328	2065
587	1330	2063
588	1332	2061
589	1335	2060
590	1337	2057
591	1339	2054
592	1341	2052
593	1343	2049
594	1345	2046
595	1347	2043
596	1349	2040
597	1350	2037
598	1352	2034
599	1354	2031
600	1355	2028
601	1357	2025
602	1359	2022
603	1361	2019
604	1362	2016
605	1364	2013
606	1366	2010
607	1368	2007
608	1369	2004
609	1371	2001
610	1373	1998
611	1375	1995
612	1376	1992
613	1378	1989
614	1380	1986
615	1382	1983
616	1383	1980
617	1385	1977
618	1387	1974
619	1388	1971
620	1391	1969
621	1393	1966
622	1395	1964
623	1397	1961
624	1398	1958
625	1400	1955
626	1402	1952
627	1404	1949
628	1406	1947
629	1408	1944
630	1409	1941
631	1411	1938
632	1415	1938
633	1417	1936
634	1419	1934
635	1422	1932
636	1424	1929
637	1427	1928
638	1430	1926
639	1432	1924
640	1434	1922
641	1436	1919
642	1438	1916
643	1439	1914
644	1441	1911
645	1443	1908
646	1445	1905
647	1447	1902
648	1448	1899
649	1450	1897
650	1452	1894
651	1454	1891
652	1456	1888
653	1457	1885
654	1459	1883
655	1461	1880
656	1463	1877
657	1465	1875
658	1467	1872
659	1469	1870
660	1471	1868
661	1473	1865
662	1475	1862
663	1477	1859
664	1479	1857
665	1481	1854
666	1483	1852
667	1484	1849
668	1486	1847
669	1488	1844
670	1490	1841
671	1492	1839
672	1494	1836
673	1496	1834
674	1498	1832
675	1501	1829
676	1503	1827
677	1505	1825
678	1507	1822
679	1509	1820
680	1511	1817
681	1513	1815
682	1515	1812
683	1516	1809
684	1518	1806
685	1520	1804
686	1522	1801
687	1524	1798
688	1526	1796
689	1527	1793
690	1529	1790
691	1531	1788
692	1533	1785
693	1535	1782
694	1536	1779
695	1538	1777
696	1540	1774
697	1542	1771
698	1544	1769
699	1546	1767
700	1547	1764
701	1549	1761
702	1551	1759
703	1553	1756
704	1555	1753
705	1557	1751
706	1559	1749
707	1561	1746
708	1563	1744
709	1565	1741
710	1567	1739
711	1569	1736
712	1571	1734
713	1573	1732
714	1575	1729
715	1576	1726
716	1578	1724
717	1580	1721
718	1582	1718
719	1584	1716
720	1586	1713
721	1588	1711
722	1590	1709
723	1592	1706
724	1594	1704
725	1596	1702
726	1598	1699
727	1600	1697
728	1602	1694
729	1604	1692
730	1606	1690
731	1608	1687
732	1610	1685
733	1612	1682
734	1614	1680
735	1616	1677
736	1618	1675
737	1620	1672
738	1621	1670
739	1623	1667
740	1625	1665
741	1627	1662
742	1629	1659
743	1630	1657
744	1632	1654
745	1634	1652
746	1636	1649
747	1638	1646
748	1639	1644
749	1641	1641
750	1643	1638
751	1645	1636
752	1646	1633
753	1648	1631
754	1650	1629
755	1652	1626
756	1654	1624
757	1657	1622
758	1659	1619
759	1660	1617
760	1662	1614
761	1664	1612
762	1666	1609
763	1668	1607
764	1670	1605
765	1672	1603
766	1674	1600
767	1676	1598
768	1678	1595
769	1680	1593
770	1682	1590
771	1684	1588
772	1686	1585
773	1688	1583
774	1689	1580
775	1691	1578
776	1693	1576
777	1696	1573
778	1697	1571
779	1700	1569
780	1702	1566
781	1703	1564
782	1705	1562
783	1708	1560
784	1710	1557
785	1712	1555
786	1714	1552
787	1716	1550
788	1718	1548
789	1720	1545
790	1722	1543
791	1724	1541
792	1726	1539
793	1728	1537
794	1730	1534
795	1732	1532
796	1735	1530
797	1737	1528
798	1739	1526
799	1741	1523
800	1744	1522
801	1746	1520
802	1757	1525
803	1768	1530
804	1775	1532
805	1785	1537
806	1797	1543
807	1808	1549
808	1819	1553
809	1831	1560
810	1842	1565
811	1849	1567
812	1860	1572
813	1868	1574
814	1884	1583
815	1894	1587
816	1907	1594
817	1922	1602
818	1930	1604
819	1937	1606
820	1949	1612
821	1957	1614
822	1963	1615
823	1967	1614
824	1969	1611
825	1971	1608
826	1973	1606
827	1976	1603
828	1978	1601
829	1980	1598
830	1982	1595
831	1984	1593
832	1986	1590
833	1989	1588
834	1991	1586
835	1993	1583
836	1995	1580
837	1997	1578
838	1999	1575
839	2001	1572
840	2003	1570
841	2005	1567
842	2007	1564
843	2010	1562
844	2012	1559
845	2014	1557
846	2016	1554
847	2018	1551
848	2020	1549
849	2022	1546
850	2025	1544
851	2027	1541
852	2029	1539
853	2031	1536
854	2033	1534
855	2035	1531
856	2037	1528
857	2039	1526
858	2041	1523
859	2043	1520
860	2045	1518
861	2047	1515
862	2049	1513
863	2051	1510
864	2053	1507
865	2055	1505
866	2058	1502
867	2060	1500
868	2062	1497
869	2064	1494
870	2066	1492
871	2068	1489
872	2070	1487
873	2072	1484
874	2074	1482
875	2076	1479
876	2079	1476
877	2081	1474
878	2083	1471
879	2085	1469
880	2087	1466
881	2089	1464
882	2091	1461
883	2094	1459
884	2096	1456
885	2098	1454
886	2100	1451
887	2102	1448
888	2104	1446
889	2106	1443
890	2108	1441
891	2110	1438
892	2112	1436
893	2114	1433
894	2116	1430
895	2118	1428
896	2121	1426
897	2123	1423
898	2125	1420
899	2127	1418
900	2129	1415
901	2131	1413
902	2133	1410
903	2135	1408
904	2137	1405
905	2139	1403
906	2141	1400
907	2143	1397
908	2145	1395
909	2148	1392
910	2150	1390
911	2152	1387
912	2154	1385
913	2156	1382
914	2158	1380
915	2160	1377
916	2162	1374
917	2164	1372
918	2166	1369
919	2168	1367
920	2170	1364
921	2172	1362
922	2175	1359
923	2177	1357
924	2179	1354
925	2181	1352
926	2183	1349
927	2185	1347
928	2187	1344
929	2189	1342
930	2191	1339
931	2193	1336
932	2195	1334
933	2197	1331
934	2199	1329
935	2201	1326
936	2203	1323
937	2205	1321
938	2207	1319
939	2209	1316
940	2212	1314
941	2214	1311
942	2216	1308
943	2217	1306
944	2219	1303
945	2221	1301
946	2223	1298
947	2226	1296
948	2228	1293
949	2230	1291
950	2231	1288
951	2234	1285
952	2235	1283
953	2237	1280
954	2239	1278
955	2241	1275
956	2244	1273
957	2246	1270
958	2248	1268
959	2249	1265
960	2251	1263
961	2253	1260
962	2256	1258
963	2258	1255
964	2260	1253
965	2262	1250
966	2264	1248
967	2266	1245
968	2268	1242
969	2270	1240
970	2272	1237
971	2274	1235
972	2276	1232
973	2278	1230
974	2280	1227
975	2282	1225
976	2284	1222
977	2286	1220
978	2288	1218
979	2290	1215
980	2292	1212
981	2295	1210
982	2297	1208
983	2299	1205
984	2301	1203
985	2303	1200
986	2305	1198
987	2307	1195
988	2309	1193
989	2311	1190
990	2313	1188
991	2315	1185
992	2317	1183
993	2320	1181
994	2322	1178
995	2324	1176
996	2326	1173
997	2328	1171
998	2330	1168
999	2333	1166
1000	2336	1164
1001	2338	1162
1002	2340	1159
1003	2342	1157
1004	2344	1154
1005	2347	1152
1006	2349	1150
1007	2351	1147
1008	2353	1145
1009	2358	1144
1010	2364	1143
1011	2367	1141
1012	2370	1139
1013	2372	1137
1014	2374	1134
1015	2375	1131
1016	2379	1129
1017	2381	1127
1018	2383	1124
1019	2384	1122
1020	2386	1119
1021	2388	1117
1022	2390	1114
1023	2392	1111
1024	2393	1109
1025	2395	1106
1026	2397	1104
1027	2398	1101
1028	2400	1098
1029	2402	1096
1030	2404	1093
1031	2405	1091
1032	2407	1088
1033	2409	1085
1034	2411	1083
1035	2412	1080
1036	2414	1078
1037	2416	1075
1038	2418	1072
1039	2419	1070
1040	2421	1067
1041	2423	1065
1042	2425	1062
1043	2427	1060
1044	2429	1057
1045	2431	1055
1046	2433	1052
1047	2434	1050
1048	2436	1047
1049	2438	1045
1050	2440	1042
1051	2441	1039
1052	2443	1037
1053	2445	1034
1054	2447	1032
1055	2448	1029
1056	2450	1027
1057	2452	1024
1058	2453	1021
1059	2455	1019
1060	2457	1016
1061	2459	1014
1062	2460	1011
1063	2462	1009
1064	2464	1006
1065	2465	1003
1066	2467	1001
1067	2469	998
1068	2471	996
1069	2472	993
1070	2474	991
1071	2476	988
1072	2477	986
1073	2479	983
1074	2481	981
1075	2483	978
1076	2484	975
1077	2486	973
1078	2488	970
1079	2490	968
1080	2491	965
1081	2493	963
1082	2495	960
1083	2496	958
1084	2498	955
1085	2500	953
1086	2502	950
1087	2503	948
1088	2505	945
1089	2507	943
1090	2509	940
1091	2511	938
1092	2512	935
1093	2514	933
1094	2516	930
1095	2517	928
1096	2519	925
1097	2521	923
1098	2523	920
1099	2524	918
1100	2526	915
1101	2528	913
1102	2530	910
1103	2531	908
1104	2533	905
1105	2535	903
1106	2536	900
1107	2538	898
1108	2540	895
1109	2542	893
1110	2544	890
1111	2546	888
1112	2548	886
1113	2549	883
1114	2551	881
1115	2553	878
1116	2555	876
1117	2556	873
1118	2558	871
1119	2560	868
1120	2562	866
1121	2564	863
1122	2566	861
1123	2568	859
1124	2570	856
1125	2572	854
1126	2574	851
1127	2576	849
1128	2578	847
1129	2580	844
1130	2582	842
1131	2583	839
1132	2585	837
1133	2587	835
1134	2588	832
1135	2590	830
1136	2592	827
1137	2594	825
1138	2596	822
1139	2597	820
1140	2599	817
1141	2601	815
1142	2602	812
1143	2604	810
1144	2606	808
1145	2608	805
1146	2609	803
1147	2611	800
1148	2613	798
1149	2615	795
1150	2617	793
1151	2619	791
1152	2621	788
1153	2623	786
1154	2625	784
1155	2627	781
1156	2628	779
1157	2630	776
1158	2632	774
1159	2634	772
1160	2636	769
1161	2638	767
1162	2640	765
1163	2642	762
1164	2644	760
1165	2646	758
1166	2648	755
1167	2649	753
1168	2651	750
1169	2653	748
1170	2655	746
1171	2657	743
1172	2659	741
1173	2661	739
1174	2663	736
1175	2665	734
1176	2667	732
1177	2669	729
1178	2671	727
1179	2673	725
1180	2675	722
1181	2677	720
1182	2678	717
1183	2680	715
1184	2682	713
1185	2684	710
1186	2686	708
1187	2687	705
1188	2689	703
1189	2691	701
1190	2693	698
1191	2695	696
1192	2697	694
1193	2699	691
1194	2701	689
1195	2702	686
1196	2704	684
1197	2706	682
1198	2708	679
1199	2709	677
1200	2711	675
1201	2713	672
1202	2715	670
1203	2717	668
1204	2719	665
1205	2720	663
1206	2722	660
1207	2724	658
1208	2726	656
1209	2728	653
1210	2730	651
1211	2732	649
1212	2734	647
1213	2736	644
1214	2738	642
1215	2740	640
1216	2742	637
1217	2745	635
1218	2747	633
1219	2749	630
1220	2751	628
1221	2753	626
1222	2755	624
1223	2757	621
1224	2759	619
1225	2761	617
1226	2763	614
1227	2765	612
1228	2767	610
1229	2769	607
1230	2771	605
1231	2774	603
1232	2776	601
1233	2778	598
1234	2780	596
1235	2782	594
1236	2784	591
1237	2786	589
1238	2788	587
1239	2790	585
1240	2792	582
1241	2794	580
1242	2796	578
1243	2798	575
1244	2800	573
1245	2802	571
1246	2804	569
1247	2806	566
1248	2808	564
1249	2810	562
1250	2813	559
1251	2815	557
1252	2817	555
1253	2819	553
1254	2822	550
1255	2824	548
1256	2826	546
1257	2828	544
1258	2830	541
1259	2832	539
1260	2834	537
1261	2836	534
1262	2838	532
1263	2840	530
1264	2843	528
1265	2845	525
1266	2847	523
1267	2849	521
1268	2851	519
1269	2853	516
1270	2855	514
1271	2857	512
1272	2859	509
1273	2861	507
1274	2863	505
1275	2865	503
1276	2867	500
1277	2869	498
1278	2871	496
1279	2873	493
1280	2875	491
1281	2877	489
1282	2879	487
1283	2881	484
1284	2883	482
1285	2886	480
1286	2888	477
1287	2889	475
1288	2892	473
1289	2894	471
1290	2896	468
1291	2899	466
1292	2901	464
1293	2903	462
1294	2905	459
1295	2908	457
1296	2910	455
1297	2912	453
1298	2914	450
1299	2916	448
1300	2918	446
1301	2920	444
1302	2922	441
1303	2924	439
1304	2926	437
1305	2928	435
1306	2930	432
1307	2932	430
1308	2934	428
1309	2936	425
1310	2938	423
1311	2940	421
1312	2942	419
1313	2945	416
1314	2947	414
1315	2949	412
1316	2951	410
1317	2953	407
1318	2955	405
1319	2957	403
1320	2959	401
1321	2961	398
1322	2963	396
1323	2965	394
1324	2968	392
1325	2969	389
1326	2971	387
1327	2973	385
1328	2975	382
1329	2977	380
1330	2979	378
1331	2981	376
1332	2983	373
1333	2985	371
1334	2988	369
1335	2990	367
1336	2992	364
1337	2994	362
1338	2997	360
1339	2999	358
1340	3001	355
1341	3003	353
1342	3005	351
1343	3007	349
1344	3009	346
1345	3011	344
1346	3013	342
1347	3015	340
1348	3017	337
1349	3019	335
1350	3021	333
1351	3023	330
1352	3025	328
1353	3027	326
1354	3029	324
1355	3031	321
1356	3034	319
1357	3035	317
1358	3037	315
1359	3039	312
1360	3041	310
1361	3044	308
1362	3046	306
1363	3047	303
1364	3049	301
1365	3051	299
1366	3054	297
1367	3056	294
1368	3058	292
1369	3060	290
1370	3062	288
1371	3064	285
1372	3066	283
1373	3068	281
1374	3071	279
1375	3072	276
1376	3074	274
1377	3076	272
1378	3078	270
1379	3081	267
1380	3083	265
1381	3085	263
1382	3087	261
1383	3089	258
1384	3091	256
1385	3094	254
1386	3096	252
1387	3098	250
1388	3100	247
1389	3102	245
1390	3104	243
1391	3106	241
1392	3108	238
1393	3110	236
1394	3113	234
1395	3115	232
1396	3117	229
1397	3119	227
1398	3121	225
1399	3123	223
1400	3125	220
1401	3127	218
1402	3129	216
1403	3131	214
1404	3133	211
1405	3135	209
1406	3137	207
1407	3138	205
1408	3140	202
1409	3144	200
1410	3146	198
1411	3148	196
1412	3150	193
1413	3151	191
1414	3153	189
1415	3155	187
1416	3157	184
1417	3159	182
1418	3161	180
1419	3162	178
1420	3164	175
1421	3166	173
1422	3168	171
1423	3171	169
1424	3172	166
1425	3174	164
1426	3176	162
1427	3178	160
1428	3179	157
1429	3181	155
1430	3183	153
1431	3185	151
1432	3187	149
1433	3188	146
1434	3190	144
1435	3192	142
1436	3194	140
1437	3195	137
1438	3197	135
1439	3199	133
1440	3201	131
1441	3202	128
1442	3204	126
1443	3206	124
1444	3208	122
1445	3210	119
1446	3211	117
1447	3213	115
1448	3215	113
1449	3217	110
1450	3218	108
1451	3220	106
1452	3222	104
1453	3223	101
1454	3225	99
1455	3227	97
1456	3229	95
1457	3230	93
1458	3232	90
1459	3234	88
1460	3236	86
1461	3237	84
1462	3239	81
1463	3241	79
1464	3242	77
1465	3244	75
1466	3246	73
1467	3248	70
1468	3249	68
1469	3251	66
1470	3253	64
1471	3255	61
1472	3256	59
1473	3258	57
1474	3260	55
1475	3262	53
1476	3263	50
1477	3265	48
1478	3267	46
1479	3269	44
1480	3270	41
1481	3272	39
1482	3274	37
1483	3276	35
1484	3277	33
1485	3279	30
1486	3281	28
1487	3283	26
1488	3284	24
1489	3286	22
1490	3288	19
1491	3289	17
1492	3291	15
1493	3293	13
1494	3295	11
1495	3296	8
1496	3298	6
1497	3300	4
1498	3302	2
1499	3304	0
